4.89,29.49
4.81,38.79
4.99,39.15
4.75,25.87
4.8,35.15
4.57,36.0
4.9,29.45
4.97,25.83
4.97,115.13
4.84,17.03
4.98,77.06
4.62,17.29
4.99,23.05
4.94,20.34
4.9,50.94
4.69,18.06
4.97,43.27
4.97,18.08
4.63,31.03
4.9,28.36
4.93,30.8
4.92,23.16
4.96,17.97
4.98,16.91
4.91,20.86
4.98,36.0
4.92,18.54
4.92,26.39
4.77,25.88
4.68,19.55
4.71,24.52
4.9,39.64
4.78,23.25
4.87,18.02
4.85,44.77
4.86,34.52
4.95,22.66
4.75,32.5
4.86,18.36
4.53,33.91
4.85,25.81
4.61,17.91
4.87,53.08
4.82,22.77
4.99,22.95
4.95,11.53
4.45,26.84
4.75,23.75
4.9,22.87
4.88,18.43
3.31,0.5
3.73,0.49
3.42,0.51
3.14,0.5
4.35,0.49
1.14,0.89
4.38,0.48
2.44,0.47
2.84,0.48
1.3,0.47
3.59,0.5
3.09,0.48
1.13,0.9
4.3,0.48
3.59,0.49
3.5,0.49
3.95,0.47
3.51,0.48
3.88,0.5
3.77,0.51
1.75,0.9
4.68,0.9
1.18,0.9
2.12,0.49
4.93,0.5
4.53,0.49
4.26,1.3
3.61,0.49
2.98,0.5
3.24,0.48
3.91,0.47
4.73,0.49
4.99,0.89
4.36,0.49
4.88,0.9
1.91,0.47
4.04,0.48
4.3,0.49
4.75,0.49
3.14,0.48
4.24,0.88
4.46,0.5
4.81,0.48
3.82,0.47
4.63,0.48
4.55,0.47
4.42,0.47
2.92,0.5
0.21,0.49
2.4,0.48
3.88,0.48
4.42,0.47
2.78,0.48
4.22,0.48
4.15,0.89
1.19,0.5
4.51,0.47
3.41,0.5
3.2,0.49
3.77,0.48
3.0,0.49
3.2,0.49
3.66,0.92
2.23,0.5
3.37,0.51
3.73,0.51
1.95,0.52
3.3,0.51
3.73,0.5
4.42,0.53
1.9,0.53
2.37,0.54
4.26,0.53
3.21,0.52
0.95,0.53
4.85,0.52
4.52,0.53
4.39,0.52
1.1,0.52
2.4,0.54
4.88,0.52
0.84,0.5
3.38,1.82
2.32,0.51
4.3,0.49
4.15,0.5
3.24,0.49
3.95,0.5
2.47,0.5
3.31,0.5
4.59,0.48
4.73,0.48
2.04,0.5
4.69,1.35
2.33,0.5
4.24,0.53
4.14,0.51
3.79,0.5
3.05,0.52
3.87,0.51
4.1,0.53
1.71,0.5
2.24,0.49
3.7,0.47
4.15,0.53
2.59,0.52
3.25,0.51
3.42,0.51
0.88,0.97
4.52,0.5
3.13,0.53
4.63,0.51
3.65,0.52
1.99,0.51
3.37,0.51
1.19,0.52
3.25,0.51
1.38,1.41
4.44,0.51
4.43,0.52
3.35,0.5
4.2,0.94
4.18,0.5
4.35,0.5
4.76,0.51
4.43,0.5
0.42,0.51
4.65,0.51
4.65,0.5
4.93,0.51
3.1,0.52
3.94,0.51
4.52,0.5
3.2,0.49
4.76,0.49
3.74,0.92
3.82,0.53
4.73,0.5
4.56,0.48
4.95,1.85
1.83,0.5
3.75,0.51
4.16,1.8
4.93,0.51
3.22,0.49
2.23,0.48
3.01,0.48
4.39,0.49
2.47,0.49
3.42,0.5
4.57,0.48
2.07,0.48
4.22,0.48
2.6,1.73
4.15,0.47
4.28,0.49
3.39,0.5
3.25,0.51
2.59,0.49
3.81,0.49
3.83,0.47
2.92,1.32
3.99,0.48
3.66,0.91
2.48,0.49
4.0,0.48
3.79,0.48
3.71,0.49
4.59,0.48
3.66,0.48
3.51,0.48
3.85,0.49
4.87,0.47
2.96,0.49
0.0,0.5
4.06,0.5
2.43,0.49
3.69,0.47
3.63,0.49
4.8,0.9
1.95,0.48
4.26,0.49
3.71,0.48
4.26,0.49
4.14,0.49
0.58,0.48
4.16,0.49
4.16,0.47
4.89,0.49
3.78,0.49
4.6,0.5
4.68,0.5
4.35,0.49
2.13,0.49
4.11,1.34
3.62,0.5
3.42,0.51
4.08,0.48
3.66,0.9
3.5,0.5

